caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight
,Evansville,1919,,I-I-I,,66,,,,blau/blau-20161225,,player,
,Moline,1919,,I-I-I,,66,,,,blau/blau-20161225,,player,
,Terre Haute,1919,,I-I-I,,10261,,,,blau/blau-20161225,,player,
,Des Moines,1919,,Western,,67,,,,blau/blau-20161225,,player,
,Moline,1919,,I-I-I,,67,,,,blau/blau-20161225,,player,
,Mitchell,1920,,South Dakota,,67,,,,blau/blau-20161225,,player,
,Mitchell,1921,,Dakota,,67,,,,blau/blau-20161225,,player,
,Oakland,1921,,Pacific Coast,,67,,,,blau/blau-20161225,,player,
,Sioux City/St. Joseph,1917,,Western,,68,,,,blau/blau-20161225,,player,
,St. Joseph,1918,,Western,,68,,,,blau/blau-20161225,,player,
,St. Joseph,1919,,Western,,68,,,,blau/blau-20161225,,player,
,Wichita,1919,,Western,,68,,,,blau/blau-20161225,,player,
,Sioux City,1919,,Western,,10271,,,,blau/blau-20161225,,player,
,Sioux City,1919,,Western,,69,,,,blau/blau-20161225,,player,
,St. Joseph,1919,,Western,,69,,,,blau/blau-20161225,,player,
,Milwaukee,1919,,American Association,,69,,,,blau/blau-20161225,,player,
,Terre Haute,1919,,I-I-I,,10275,,,,blau/blau-20161225,,player,
,Moline,1919,,I-I-I,,10276,,,,blau/blau-20161225,,player,
,Sioux City,1920,,Western,,70,,,,blau/blau-20161225,,player,
,Oklahoma City,1920,,Western,,70,,,,blau/blau-20161225,,player,
,Norfolk,1919,,Virginia,,10279,,,,blau/blau-20161225,,player,
,Little Rock,1919,,Southern Association,,10280,,,,blau/blau-20161225,,player,
,Peoria,1919,,I-I-I,,71,,,,blau/blau-20161225,,player,
,Milwaukee,1919,,American Association,,71,,,,blau/blau-20161225,,player,
,Peoria,1919,,I-I-I,,72,,,,blau/blau-20161225,,player,
,Joplin,1919,,Western,,72,,,,blau/blau-20161225,,player,
,Durham,1922,,Piedmont,,72,,,,blau/blau-20161225,,player,
,Vancouver,1921,,Pacific Coast International,,72,,,,blau/blau-20161225,,player,
,Providence,1913,,International,,73,,,,blau/blau-20161225,,player,
,Providence,1914,,International,,73,,,,blau/blau-20161225,,player,
,St. Joseph,1919,,Western,,73,,,,blau/blau-20161225,,player,
,Richmond,1919,,Virginia,,10290,,,,blau/blau-20161225,,player,
,Columbus,1920,,American Association,,10291,,,,blau/blau-20161225,,player,
,Newark,1919,,International,,10292,,,,blau/blau-20161225,,player,
,Newark,1919,,International,,74,,,,blau/blau-20161225,,player,
,Newark,1918,,International,,74,,,,blau/blau-20161225,,player,
,Petersburg,1919,,Virginia,,10295,,,,blau/blau-20161225,,player,
,Binghamton,1919,,International,,75,,,,blau/blau-20161225,,player,
,Akron,1920,,International,,75,,,,blau/blau-20161225,,player,
,Ashland-Catlettsburg,1911,,Blue Grass,,10298,,,,blau/blau-20161225,,player,
,Auburn,1911,,Mink,,10299,,,,blau/blau-20161225,,player,
,Norwich,1905,,Connecticut State,,76,,,,blau/blau-20161225,,player,
,New Haven,1905,,Connecticut State,,76,,,,blau/blau-20161225,,player,
,East Liverpool,1906,,Pennsylvania-Ohio-Maryland,,76,,,,blau/blau-20161225,,player,
,San Francisco,1912,,Pacific Coast,,10303,,,,blau/blau-20161225,,player,
,Joplin,1920,,Western,,77,,,,blau/blau-20161225,,player,
,Joplin,1921,,Western,,77,,,,blau/blau-20161225,,player,
,Rockford,1920,,I-I-I,,77,,,,blau/blau-20161225,,player,
,Cadillac,1913,,Michigan State,,78,,,,blau/blau-20161225,,player,
,Cadillac,1914,,Michigan State,,78,,,,blau/blau-20161225,,player,
,Sioux City,1915,,Western,,78,,,,blau/blau-20161225,,player,
,Lewiston,1914,,New England,,10310,,,,blau/blau-20161225,,player,
,Little Rock,1917,,Southern Association,,10311,,,,blau/blau-20161225,,player,
,Wilmington,1908,,Eastern Carolina,,10312,,,,blau/blau-20161225,,player,
,St. Joseph,1916,,Western,,79,,,,blau/blau-20161225,,player,
,St. Joseph/Hutchinson,1917,,Western,,79,,,,blau/blau-20161225,,player,
,Hastings,1915,,Nebraska State,,80,,,,blau/blau-20161225,,player,
,Wichita,1915,,Western,,80,,,,blau/blau-20161225,,player,
,St. Joseph/Hutchinson,1917,,Western,,81,,,,blau/blau-20161225,,player,
,Chicago,1915,,National,,81,,,,blau/blau-20161225,,player,
,Mason City,1915,,Central Association,,10319,,,,blau/blau-20161225,,player,
,Corsicana,1902,,Texas,,10320,,,,blau/blau-20161225,,player,
,Kansas City,1909,,American Association,,82,,,,blau/blau-20161225,,player,
,Hutchinson,1908,,Western Association,,82,,,,blau/blau-20161225,,player,
,Topeka,1907,,Western Association,,82,,,,blau/blau-20161225,,player,
,Burlington/Ottumwa,1916,,Central Association,,10324,,,,blau/blau-20161225,,player,
,Norwich,1900,,Connecticut State,,10325,,,,blau/blau-20161225,,player,
,Middlesboro,1914,,Appalachian,,10326,,,,blau/blau-20161225,,player,
,Enid,1909,,Western Association,,10327,,,,blau/blau-20161225,,player,
,Rock Island,1911,,I-I-I,,10328,,,,blau/blau-20161225,,player,
,Paducah,1910,,K-I-T,,83,,,,blau/blau-20161225,,player,
,Paducah,1911,,K-I-T,,83,,,,blau/blau-20161225,,player,
,Jacksonville,1914,,South Atlantic,,84,,,,blau/blau-20161225,,player,
,Brunswick,1914,,Georgia State,,84,,,,blau/blau-20161225,,player,
,Jacksonville,1915,,South Atlantic,,84,,,,blau/blau-20161225,,player,
,Portsmouth,1915,,Virginia,,84,,,,blau/blau-20161225,,player,
,Portsmouth,1916,,Virginia,,84,,,,blau/blau-20161225,,player,
,Bridgeport,1923,,Eastern,,10336,,,,blau/blau-20161225,,player,
,Mansfield,1912,,Ohio State,,10337,,,,blau/blau-20161225,,player,
,La Crosse,1910,,Minnesota-Wisconsin,,10338,,,,blau/blau-20161225,,player,
,Adrian,1909,,Southern Michigan,,10339,,,,blau/blau-20161225,,player,
,Point Pleasant-Gallipolis/Middleport-Pomeroy,1911,,Mountain States,,10340,,,,blau/blau-20161225,,player,
,Troy,1914,,New York State,,10341,,,,blau/blau-20161225,,player,
,Meridian,1910,,Cotton States,,85,,,,blau/blau-20161225,,player,
,Moultrie,1916,,Dixie,,85,,,,blau/blau-20161225,,player,
,Moultrie,1916,,Dixie,,85,,,,blau/blau-20161225,,manager,
,Valdosta,1913,,Empire State,,85,,,,blau/blau-20161225,,player,
,Guelph,1913,,Canadian,,1,,,,blau/blau-20170101,,player,
,Erie,1914,,Canadian,,1,,,,blau/blau-20170101,,player,
,Sioux City,1922,,Western,,2,,,,blau/blau-20170101,,player,
,Bridgeport,1923,,Eastern,,2,,,,blau/blau-20170101,,player,
,Toronto,1912,,International,,3,,,,blau/blau-20170101,,player,
,Providence,1912,,International,,3,,,,blau/blau-20170101,,player,
,London,1912,,Canadian,,3,,,,blau/blau-20170101,,player,
,Toronto,1913,,International,,4,,,,blau/blau-20170101,,player,
,Toronto,1914,,International,,4,,,,blau/blau-20170101,,player,
,Toronto,1915,,International,,4,,,,blau/blau-20170101,,player,
,Dallas,1912,,Texas,,4,,,,blau/blau-20170101,,player,
,Dallas,1913,,Texas,,4,,,,blau/blau-20170101,,player,
,Holyoke,1913,,Eastern Association,,5,,,,blau/blau-20170101,,player,
,New Britain,1914,,Eastern Association,,5,,,,blau/blau-20170101,,player,
,Troy,1910,,New York State,,5,,,,blau/blau-20170101,,player,
,Corsicana,1926,,Texas Association,,6,,,,blau/blau-20170101,,player,
,Muskogee,1925,,Western Association,,6,,,,blau/blau-20170101,,player,
,Little Rock,1924,,Southern Association,,6,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,7,,,,blau/blau-20170101,,player,
,Scranton,1926,,New York-Pennsylvania,,7,,,,blau/blau-20170101,,player,
,Scranton,1927,,New York-Pennsylvania,,7,,,,blau/blau-20170101,,player,
,Scranton,1924,,New York-Pennsylvania,,7,,,,blau/blau-20170101,,player,
,St. Petersburg,1924,,Florida State,,7,,,,blau/blau-20170101,,player,
,Scranton,1928,,New York-Pennsylvania,,7,,,,blau/blau-20170101,,player,
,Scranton,1924,,New York-Pennsylvania,,10024,,,,blau/blau-20170101,,player,
,Rochester,1925,,International,,10025,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,10026,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,10027,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,10028,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,10029,,,,blau/blau-20170101,,player,
,Scranton,1925,,New York-Pennsylvania,,10030,,,,blau/blau-20170101,,player,
,Rock Island,1908,,I-I-I,,8,,,,blau/blau-20170101,,player,
,Rock Island,1907,,I-I-I,,8,,,,blau/blau-20170101,,player,
,Worcester,1911,,New England,,8,,,,blau/blau-20170101,,player,
,South Bend/Peoria,1917,,Central,,9,,,,blau/blau-20170101,,player,
,Bloomington,1917,,I-I-I,,9,,,,blau/blau-20170101,,player,
,Quincy,1913,,I-I-I,,10,,,,blau/blau-20170101,,player,
,Kansas City,1914,,American Association,,10,,,,blau/blau-20170101,,player,
,Davenport,1915,,I-I-I,,10,,,,blau/blau-20170101,,player,
,Burlington,1912,,Central Association,,11,,,,blau/blau-20170101,,player,
,Burlington,1913,,Central Association,,11,,,,blau/blau-20170101,,player,
,Bonham,1911,,Texas-Oklahoma,,12,,,,blau/blau-20170101,,player,
,Sherman,1912,,Texas-Oklahoma,,12,,,,blau/blau-20170101,,player,
,Portland,1914,,New England,,14,,,,blau/blau-20170101,,player,
,Utica,1914,,New York State,,14,,,,blau/blau-20170101,,player,
,Lowell,1915,,New England,,14,,,,blau/blau-20170101,,player,
,Richmond,1909,,Virginia,,10046,,,,blau/blau-20170101,,player,
,Frankfort,1915,,Ohio State,,10047,,,,blau/blau-20170101,,player,
,Jersey City,1914,,International,,13,,,,blau/blau-20170101,,player,
,Rochester,1915,,International,,13,,,,blau/blau-20170101,,player,
,Scranton,1915,,New York State,,13,,,,blau/blau-20170101,,player,
,Chillicothe,1912,,Ohio State,,10051,,,,blau/blau-20170101,,player,
,Elmira,1912,,New York State,,15,,,,blau/blau-20170101,,player,
,Elmira,1913,,New York State,,15,,,,blau/blau-20170101,,player,
,Elmira,1914,,New York State,,15,,,,blau/blau-20170101,,player,
,Elmira,1915,,New York State,,15,,,,blau/blau-20170101,,player,
,Binghamton,1915,,New York State,,15,,,,blau/blau-20170101,,player,
,Waterbury,1913,,Eastern Association,,16,,,,blau/blau-20170101,,player,
,Evansville,1914,,Central Association,,16,,,,blau/blau-20170101,,player,
,Bridgeport,1914,,Eastern Association,,16,,,,blau/blau-20170101,,player,
,Toledo,1913,,American Association,,16,,,,blau/blau-20170101,,player,
,Manistee,1912,,Michigan State,,16,,,,blau/blau-20170101,,player,
,Portland,1911,,Northwestern,,17,,,,blau/blau-20170101,,player,
,Portland,1912,,Northwestern,,17,,,,blau/blau-20170101,,player,
,Portland,1913,,Northwestern,,17,,,,blau/blau-20170101,,player,
,Portland,1914,,Northwestern,,17,,,,blau/blau-20170101,,player,
,Portland,1914,,Northwestern,,17,,,,blau/blau-20170101,,manager,
,Waterbury,1914,,Eastern Association,,10067,,,,blau/blau-20170101,,player,
,Helena,1978,,Pioneer,,10068,,,,blau/blau-20170101,,player,
,Lynn,1916,,Eastern,,18,,,,blau/blau-20170101,,player,
,Lawrence,1917,,Eastern,,18,,,,blau/blau-20170101,,player,
,Columbus,1916,,South Atlantic,,10071,,,,blau/blau-20170101,,player,
,New Haven,1914,,Eastern Association,,10072,,,,blau/blau-20170101,,player,
,Haverhill,1912,,New England,,19,,,,blau/blau-20170101,,player,
,Fredericton,1913,,New Brunswick-Maine,,19,,,,blau/blau-20170101,,player,
,Paducah,1914,,K-I-T,,10075,,,,blau/blau-20170101,,player,
,Dubuque,1914,,I-I-I,,20,,,,blau/blau-20170101,,player,
,Terre Haute,1913,,Central,,20,,,,blau/blau-20170101,,player,
,Troy,1916,,New York State,,10078,,,,blau/blau-20170101,,player,
,Wheeling,1915,,Central,,21,,,,blau/blau-20170101,,player,
,Grand Rapids,1915,,Central,,21,,,,blau/blau-20170101,,player,
,Topeka,1925,,Southwestern,,22,,,,blau/blau-20170101,,player,
,Topeka,1925,,Southwestern,,22,,,,blau/blau-20170101,,manager,
,Columbus/Brunswick,1906,,Georgia State,,23,,,,blau/blau-20170101,,player,
,,1907,,Virginia,,23,,,,blau/blau-20170101,,umpire,
,,1909,,South Atlantic,,23,,,,blau/blau-20170101,,umpire,
,,1911,,New York State,,23,,,,blau/blau-20170101,,umpire,
,,1913,,American Association,,23,,,,blau/blau-20170101,,umpire,
,,1914,,American Association,,23,,,,blau/blau-20170101,,umpire,
,,1920,,Virginia,,23,,,,blau/blau-20170101,,umpire,
,,1921,,Virginia,,23,,,,blau/blau-20170101,,umpire,
,,1922,,Virginia,,23,,,,blau/blau-20170101,,umpire,
,,1924,,Virginia,,23,,,,blau/blau-20170101,,umpire,
,,1927,,Pacific Coast,,23,,,,blau/blau-20170101,,umpire,
,,1928,,Pacific Coast,,23,,,,blau/blau-20170101,,umpire,
,,1929,,International,,23,,,,blau/blau-20170101,,umpire,
,,1930,,International,,23,,,,blau/blau-20170101,,umpire,
,,1931,,International,,23,,,,blau/blau-20170101,,umpire,
,Denver,1916,,Western,,10098,,,,blau/blau-20170101,,player,
,Fargo,1914,,Northern,,24,,,,blau/blau-20170101,,player,
,Buffalo,1914,,Federal,,24,,,,blau/blau-20170101,,player,
,Blytheville,1926,,Tri-State,,10101,,,,blau/blau-20170101,,player,
,Fremont,1913,,Nebraska State,,25,,,,blau/blau-20170101,,player,
,Fremont,1913,,Nebraska State,,25,,,,blau/blau-20170101,,manager,
,Sioux City,1911,,Western,,25,,,,blau/blau-20170101,,player,
,Des Moines,1912,,Western,,25,,,,blau/blau-20170101,,player,
,Aurora,1911,,Wisconsin-Illinois,,10106,,,,blau/blau-20170101,,player,
,Monmouth,1913,,Central Association,,26,,,,blau/blau-20170101,,player,
,Davenport,1913,,I-I-I,,26,,,,blau/blau-20170101,,player,
,Monmouth,1913,,Central Association,,10109,,,,blau/blau-20170101,,player,
,Monmouth,1913,,Central Association,,10110,,,,blau/blau-20170101,,player,
,New Haven,1916,,Eastern,,10111,,,,blau/blau-20170101,,player,
,Bartlett,1914,,Middle Texas,,27,,,,blau/blau-20170101,,player,
,Waco,1915,,Texas,,27,,,,blau/blau-20170101,,player,
,Sioux City/St. Joseph,1917,,Western,,10114,,,,blau/blau-20170101,,player,
,Denison,1916,,Western Association,,28,,,,blau/blau-20170101,,player,
,Houston,1916,,Texas,,28,,,,blau/blau-20170101,,player,
,Bloomington,1916,,I-I-I,,28,,,,blau/blau-20170101,,player,
,Sioux City,1916,,Western,,28,,,,blau/blau-20170101,,player,
,,1915,,Federal,,28,,,,blau/blau-20170101,,player,
,Wichita,1915,,Western,,29,,,,blau/blau-20170101,,player,
,Hastings,1912,,Nebraska State,,29,,,,blau/blau-20170101,,player,
,Burlington,1916,,Central Association,,10122,,,,blau/blau-20170101,,player,
,Newnan,1916,,Georgia-Alabama,,30,,,,blau/blau-20170101,,player,
,Beaumont,1916,,Texas,,30,,,,blau/blau-20170101,,player,
,Denver,1909,,Western,,10125,,,,blau/blau-20170101,,player,
,Toledo,1913,,American Association,,31,,,,blau/blau-20170101,,player,
,Fort Wayne,1913,,Central Association,,31,,,,blau/blau-20170101,,player,
,Wausau,1914,,Wisconsin-Illinois,,10128,,,,blau/blau-20170101,,player,
,Wilkes-Barre,1917,,New York State,,10129,,,,blau/blau-20170101,,player,
,Gadsden,1911,,Southeastern,,32,,,,blau/blau-20170101,,player,
,Chattanooga,1912,,Southern Association,,32,,,,blau/blau-20170101,,player,
,Cleveland,1912,,Appalachian,,32,,,,blau/blau-20170101,,player,
,Chattanooga,1913,,Southern Association,,32,,,,blau/blau-20170101,,player,
,Houston,1913,,Texas,,32,,,,blau/blau-20170101,,player,
,Houston,1914,,Texas,,32,,,,blau/blau-20170101,,player,
,Rock Island,1916,,I-I-I,,32,,,,blau/blau-20170101,,player,
,Rock Island,1917,,I-I-I,,32,,,,blau/blau-20170101,,player,
,Los Angeles,1916,,Pacific Coast,,32,,,,blau/blau-20170101,,player,
,Los Angeles,1915,,Pacific Coast,,10139,,,,blau/blau-20170101,,player,
,Aberdeen,1915,,Northwestern,,33,,,,blau/blau-20170101,,player,
,Portland,1915,,Pacific Coast,,33,,,,blau/blau-20170101,,player,
,Tulsa,1919,,Western,,10142,,,,blau/blau-20170101,,player,
,Mitchell,1922,,Dakota,,10143,,,,blau/blau-20170101,,player,
,Adrian,1914,,Southern Michigan,,10144,,,,blau/blau-20170101,,player,
,Galveston,1909,,Texas,,34,,,,blau/blau-20170101,,player,
,San Angelo,1911,,Texas,,34,,,,blau/blau-20170101,,player,
,San Angelo,1912,,Texas,,34,,,,blau/blau-20170101,,player,
,Zanesville,1909,,Central,,35,,,,blau/blau-20170101,,player,
,Washington,1909,,American,,35,,,,blau/blau-20170101,,player,
,Montgomery,1910,,Virginia Valley,,36,,,,blau/blau-20170101,,player,
,Montgomery,1911,,Mountain States,,36,,,,blau/blau-20170101,,player,
,Norfolk,1912,,Virginia,,36,,,,blau/blau-20170101,,player,
,Waterloo,1910,,I-I-I,,10153,,,,blau/blau-20170101,,player,
,Evansville,1928,,I-I-I,,10154,,,,blau/blau-20170101,,player,
,Hopkinsville,1913,,K-I-T,,10155,,,,blau/blau-20170101,,player,
,Enid,1909,,Western Association,,10156,,,,blau/blau-20170101,,player,
,Richmond,1935,,Piedmont,,37,,,,blau/blau-20170101,,player,
,Martinsville,1935,,Bi-State,,37,,,,blau/blau-20170101,,player,
,Fieldale,1935,,Bi-State,,37,,,,blau/blau-20170101,,player,
,Philadelphia,1934,,American,,37,,,,blau/blau-20170101,,player,
,Independence and Muskogee (?),1931,,Western Association,,38,,,,blau/blau-20170101,,player,
,Independence and Muskogee (?),1930,,Western Association,,38,,,,blau/blau-20170101,,player,
,Rocky Mount,1929,,Eastern Carolina,,39,,,,blau/blau-20170101,,player,
,Greensboro,1931,,Piedmont,,39,,,,blau/blau-20170101,,player,
,,1930,,South Atlantic,,39,,,,blau/blau-20170101,,player,
,Hartford,1931,,Eastern,,39,,,,blau/blau-20170101,,player,
,Newark,1912,,Ohio State,,40,,,,blau/blau-20170101,,player,
,Champaign,1912,,Illinois-Missouri,,40,,,,blau/blau-20170101,,player,
,Champaign,1913,,Illinois-Missouri,,40,,,,blau/blau-20170101,,player,
,Paris,1914,,Ohio State,,40,,,,blau/blau-20170101,,player,
,Maysville,1914,,Ohio State,,40,,,,blau/blau-20170101,,player,
,Muskogee,1930,,Western Association,,10172,,,,blau/blau-20170101,,player,
,Waterloo,1915,,Central Association,,10173,,,,blau/blau-20170101,,player,
,Norwich,1907,,Connecticut State,,10174,,,,blau/blau-20170101,,player,
,Appleton,1914,,Wisconsin-Illinois,,10175,,,,blau/blau-20170101,,player,
,Kearney,1910,,Nebraska State,,10176,,,,blau/blau-20170101,,player,
,Corpus Christi,1911,,Southwest Texas,,10177,,,,blau/blau-20170101,,player,
,High Point,1924,,Piedmont,,41,,,,blau/blau-20170101,,player,
,Asheville,1924,,South Atlantic,,41,,,,blau/blau-20170101,,player,
,Duluth,1907,,Northern-Copper Country,,42,,,,blau/blau-20170101,,player,
,La Crosse,1907,,Wisconsin State,,42,,,,blau/blau-20170101,,player,
,La Crosse,1908,,Wisconsin-Illinois,,42,,,,blau/blau-20170101,,player,
,Oshkosh,1912,,Wisconsin-Illinois,,42,,,,blau/blau-20170101,,player,
,Fresno,1909,,California State,,42,,,,blau/blau-20170101,,player,
,Gloversville-Johnstown/Elmira,1908,,New York State,,43,,,,blau/blau-20170101,,player,
,Troy,1908,,New York State,,43,,,,blau/blau-20170101,,player,
,Hazard,1951,,Mountain States,,10187,,,,blau/blau-20170101,,player,
,Reading,1922,,International,,44,,,,blau/blau-20170101,,player,
,Scranton,1923,,New York-Pennsylvania,,44,,,,blau/blau-20170101,,player,
,Columbus,1917,,South Atlantic,,10190,,,,blau/blau-20170101,,player,
,Roanoke,1914,,Virginia,,10191,,,,blau/blau-20170101,,player,
,Orlando,1926,,Florida State,,10192,,,,blau/blau-20170101,,player,
,Trenton,1912,,Tri-State,,45,,,,blau/blau-20170101,,player,
,Wilkes-Barre,1910,,Tri-State,,45,,,,blau/blau-20170101,,player,
,Tacoma,1916,,Northwestern,,10195,,,,blau/blau-20170101,,player,
,Syracuse,1909,,New York State,,10196,,,,blau/blau-20170101,,player,
,Syracuse,1909,,New York State,,10197,,,,blau/blau-20170101,,player,
,Lincoln,1916,,Western,,10198,,,,blau/blau-20170101,,player,
,Sioux City,1912,,Western,,46,,,,blau/blau-20170101,,player,
,St. Joseph,1912,,Western,,46,,,,blau/blau-20170101,,player,
,St. Paul,1912,,American Association,,46,,,,blau/blau-20170101,,player,
,St. Joseph,1914,,Western,,46,,,,blau/blau-20170101,,player,
,Winnipeg,1915,,Northern,,46,,,,blau/blau-20170101,,player,
,St. Joseph,1913,,Western,,47,,,,blau/blau-20170101,,player,
,Des Moines,1914,,Western,,47,,,,blau/blau-20170101,,player,
,Clarksdale,1913,,Cotton States,,10206,,,,blau/blau-20170101,,player,
,Norfolk,1915,,Nebraska State,,48,,,,blau/blau-20170101,,player,
,Columbus,1913,,Nebraska State,,48,,,,blau/blau-20170101,,player,
,St. Joseph,1918,,Western,,48,,,,blau/blau-20170101,,player,
,Minneapolis,1917,,American Association,,48,,,,blau/blau-20170101,,player,
