caliber,club,date,height,league,meta,person,place,position,source,throws,type,weight,first,given,last,matrilineal,nick,suffix
,Macon,1926,,South Atlantic League,,data/QQRSVVJ,,,data/blau/blau-20171030,,player,,Hal,,Sullivan,,,
,Macon,1929,,South Atlantic League,,data/QQRSVVJ,,,data/blau/blau-20171030,,player,,Hal,,Sullivan,,,
,Portland,1913,,New England League,,data/YQJXPKZ,,,data/blau/blau-20170101,,player,,Jack,John L.,Sullivan,,,
,Toronto,1914,,Canadian League,,data/YQJXPKZ,,,data/blau/blau-20170101,,player,,Jack,John L.,Sullivan,,,
,Toronto,1914,,International League,,data/YQJXPKZ,,,data/blau/blau-20170101,,player,,Jack,John L.,Sullivan,,,
,Brockton,1913,,New England League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Portland,1913,,New England League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Moline,1921,,Illinois-Indiana-Iowa League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Decatur,1923,,Illinois-Indiana-Iowa League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Portland,1923,,Pacific Coast League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Shreveport,1923,,Texas League,,data/LKWJXBS,,,data/blau/blau-20170101,,player,,Jim,John J.,Sullivan,,,
,Helena,1912,,Union Association,,data/HZTMBVC,,,data/blau/blau-20170129,,player,,Mike,,Sullivan,,,
,Fitchburg,1915,,New England League,,data/TGRJPXD,,,data/blau/blau-20170101,,player,,Walter,,Sullivan,,,
,Hopkinsville,1923,,Kentucky-Illinois-Tennessee League,,data/LCCJCSG,,,data/blau/blau-20170625,,player,,Fritz,,Summerlin,,,
,Savannah,1915,,South Atlantic League,,data/WMYJXYN,,,data/morris/1915SouthAtlantic/ColumbiaState/161,,player,,,,Summerlin,,,
,McCook,1931,,Nebraska State League,,data/LSNQLCH,,,data/blau/blau-20171030,,player,,James,,Summers,,,
,Oklahoma City,1932,,Western League,,data/LSNQLCH,,,data/blau/blau-20171030,,player,,James,,Summers,,,
,Greenville,1922,,South Atlantic League,,data/FJBPFTS,,,data/blau/blau-20170219,,player,,Clyde,,Surratt,,,
,Waterloo,1914,,Central Association,,data/NPBGYDM,,,data/blau/blau-20180331,,player,,Willis,,Sutcliffe,,,
,Mason City,1916,,Central Association,,data/TFXJDFG,,,data/morris/General/1916DailyGateCity/8,,player,,Willis,,Sutcliffe,,,
,Sioux City/St. Joseph,1917,,Western League,,data/GBTKMHD,,,data/blau/blau-20170101,,player,,Frank,,Sutherland,,,
,Sioux City/St. Joseph,1917,,Western League,,data/TGCRVWD,,,data/blau/blau-20170101,,player,,Harry,,Sutherland,,,
,Clinton,1911,,Illinois-Missouri League,,data/PNHPYPY,,,data/blau/blau-20170101,,manager,,Tom,C. T.,Suttles,,,
,Clinton,1911,,Illinois-Missouri League,,data/PNHPYPY,,,data/blau/blau-20170101,,player,,Tom,C. T.,Suttles,,,
,Clinton,1912,,Illinois-Missouri League,,data/PNHPYPY,,,data/blau/blau-20170101,,manager,,Tom,C. T.,Suttles,,,
,Bloomington,1913,,Illinois-Indiana-Iowa League,,data/PNHPYPY,,,data/blau/blau-20170101,,player,,Tom,C. T.,Suttles,,,
,Bloomington,1914,,Illinois-Indiana-Iowa League,,data/PNHPYPY,,,data/blau/blau-20170101,,player,,Tom,C. T.,Suttles,,,
,Racine,1915,,Bi-State League,,data/PNHPYPY,,,data/blau/blau-20170101,,player,,Tom,C. T.,Suttles,,,
,Alexandria,1937,,Evangeline League,,data/WXRDGXM,,,data/blau/blau-20171030,,player,,Jack,,Suydam,,,
,Fort Worth,1938,,Texas League,,data/WXRDGXM,,,data/blau/blau-20171030,,player,,Jack,,Suydam,,,
,Terre Haute,1900,,Central League,,data/PHFJDGJ,,,data/blau/blau-20170101,,player,,Arthur,,Swaim,,,
,Fort Wayne,1899,,Interstate League,,data/HDWMTBM,,,data/blau/blau-20170101,,player,,Cy,,Swain,,,
,Fort Wayne,1900,,Interstate League,,data/HDWMTBM,,,data/blau/blau-20170101,,player,,Cy,,Swain,,,
,Victoria,1913,,Northwestern League,,data/DHNBZQZ,,,data/blau/blau-20170101,,player,,Cy,,Swain,,,
,Wilmington,1914,,Tri-State League,,data/SYWYNVJ,,,data/blau/blau-20170101,,player,,Win,Winfield F.,Swallow,,,
,Hagerstown,1915,,Blue Ridge League,,data/SYWYNVJ,,,data/blau/blau-20170101,,player,,Win,Winfield F.,Swallow,,,
,Meridian,1913,,Cotton States League,,data/DWVCSCT,,,data/blau/blau-20170101,,player,,E.,Ernest J.,Swan,,,
,Macon,1913,,South Atlantic League,,data/DWVCSCT,,,data/blau/blau-20170101,,player,,E.,Ernest J.,Swan,,,
,Seattle,1920,,Pacific Coast League,,data/FQCHQRS,,,data/blau/blau-20161225,,player,,Moose,,Swaney,,,
,Calgary,1920,,Western Canada League,,data/FQCHQRS,,,data/blau/blau-20161225,,player,,Moose,,Swaney,,,
,Calgary,1921,,Western Canada League,,data/FQCHQRS,,,data/blau/blau-20161225,,player,,Moose,,Swaney,,,
,Newark,1924,,International League,,data/FQCHQRS,,,data/blau/blau-20161225,,player,,Moose,,Swaney,,,
,Buffalo,1928,,International League,,data/FQCHQRS,,,data/blau/blau-20161225,,player,,Moose,,Swaney,,,
,Winston-Salem,1915,,North Carolina State League,,data/VNMBCTT,,C,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/47,,player,,E. J.,,Swann,,,
,Wichita,1930,,Western League,,data/WVGMRWF,,,data/blau/blau-20170219,,player,,Wilbur,,Swansboro,,,
,Tulsa,1932,,Western League,,data/BSFRFFV,,,data/blau/blau-20171030,,player,,Wilbur,,Swansboro,,,
,Indianapolis,1929,,American Association,,data/VFFTVYZ,,,data/blau/blau-20171030,,player,,Karl,,Swanson,,,
,Beaumont,1929,,Texas League,,data/VFFTVYZ,,,data/blau/blau-20171030,,player,,Karl,,Swanson,,,
,Clarksburg,1930,,Middle Atlantic League,,data/NPWXJQF,,,data/blau/blau-20171030,,player,,Matty,,Swanson,,,
,Danville,1926,,Illinois-Indiana-Iowa League,,data/ZJZVNWZ,,,data/blau/blau-20171030,,player,,Rudy,,Swanson,,,
,Beaumont,1928,,Texas League,,data/VVQTBWP,,,data/blau/blau-20170319,,player,,Rudy,,Swanson,,,
,Beaumont,1928,,Texas League,,data/ZJZVNWZ,,,data/blau/blau-20171030,,player,,Rudy,,Swanson,,,
,Evansville,1929,,Illinois-Indiana-Iowa League,,data/VVQTBWP,,,data/blau/blau-20170319,,player,,Rudy,,Swanson,,,
,Evansville,1929,,Illinois-Indiana-Iowa League,,data/ZJZVNWZ,,,data/blau/blau-20171030,,player,,Rudy,,Swanson,,,
,Red Wing,1910,,Minnesota-Wisconsin League,,data/JDNKCGT,,,data/blau/blau-20171030,,player,,William,,Swanson,,,
,Winona,1911,,Minnesota-Wisconsin League,,data/JDNKCGT,,,data/blau/blau-20171030,,player,,William,,Swanson,,,
,San Francisco,1919,,Pacific Coast League,,data/DKNNWZV,,,data/blau/blau-20170416,,player,,George,George G.,Swartz,,Lefty,
,Moose Jaw,1920,,Western Canada League,,data/WBPXHMC,,,data/blau/blau-20161225,,player,,George,,Swartz,,,
,Dallas,1921,,Texas League,,data/WBPXHMC,,,data/blau/blau-20161225,,player,,George,,Swartz,,,
,Waco,1924,,Texas Association,,data/DKNNWZV,,,data/blau/blau-20170416,,player,,George,George G.,Swartz,,Lefty,
,Houston,1924,,Texas League,,data/DKNNWZV,,,data/blau/blau-20170416,,player,,George,George G.,Swartz,,Lefty,
,Houston,1925,,Texas League,,data/DKNNWZV,,,data/blau/blau-20170416,,player,,George,George G.,Swartz,,Lefty,
,St. Joseph,1926,,Western League,,data/DKNNWZV,,,data/blau/blau-20170416,,player,,George,George G.,Swartz,,Lefty,
,Seattle,1921,,Pacific Coast League,,data/BMZHDCZ,,,data/blau/blau-20170416,,player,,Monty,,Swartz,,,
,Greenville,1923,,South Atlantic League,,data/BMZHDCZ,,,data/blau/blau-20170416,,player,,Monty,,Swartz,,,
,Atlanta,1924,,Southern Association,,data/BMZHDCZ,,,data/blau/blau-20170416,,player,,Monty,,Swartz,,,
,Providence,1925,,International League,,data/BMZHDCZ,,,data/blau/blau-20170416,,player,,Monty,,Swartz,,,
,Reading,1926,,International League,,data/BMZHDCZ,,,data/blau/blau-20170416,,player,,Monty,,Swartz,,,
,York,1927,,New York-Pennsylvania League,,data/YDMGKQC,,,data/blau/blau-20171030,,player,,,,Swartz,,,
,Ionia,1922,,Central League,,data/PTXBNMT,,,data/blau/blau-20171030,,player,,Carrington,,Sweeney,,,
,Ionia,1922,,Central League,,data/PTXBNMT,,,data/blau/blau-20171030,,manager,,Carrington,,Sweeney,,,
,Charlotte,1915,,North Carolina State League,,data/DDDWNHQ,,,data/morris/1915NorthCarolinaState/CharlotteObserver/56,,player,,,,Sweeney,,,
,Augusta,1915,,South Atlantic League,,data/DDDWNHQ,,,data/morris/1915NorthCarolinaState/CharlotteObserver/56,,player,,,,Sweeney,,,
,Elmira,1912,,New York State League,,data/FMGPZBC,,,data/blau/blau-20170101,,player,,Jim,,Swift,,,
,Elmira,1913,,New York State League,,data/FMGPZBC,,,data/blau/blau-20170101,,player,,Jim,,Swift,,,
,Elmira,1914,,New York State League,,data/FMGPZBC,,,data/blau/blau-20170101,,player,,Jim,,Swift,,,
,Binghamton,1915,,New York State League,,data/FMGPZBC,,,data/blau/blau-20170101,,player,,Jim,,Swift,,,
,Elmira,1915,,New York State League,,data/FMGPZBC,,,data/blau/blau-20170101,,player,,Jim,,Swift,,,
,Shamokin,1925,,New York-Pennsylvania League,,data/CXCVSWM,,,data/blau/blau-20170319,,player,,John,,Swift,,,
,St. Louis,1908-1911,,American League,,data/NDWJJCG,,,data/morris/1915Buckeye/LimaNews/35,,player,,,,Swizter,,,
,Lima,1915,,Buckeye League,,data/NDWJJCG,,OF,data/morris/1915Buckeye/LimaNews/35,,player,,,,Swizter,,,
,Springfield,1928,,Central League,,data/XLWLQHX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Elmira,1929,,New York-Pennsylvania League,,data/XLWLQHX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Wilkes-Barre,1929,,New York-Pennsylvania League,,data/JVMBTLX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Wilkes-Barre,1929,,New York-Pennsylvania League,,data/XLWLQHX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Fort Wayne,1930,,Central League,,data/XLWLQHX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Bloomington,1930,,Illinois-Indiana-Iowa League,,data/XLWLQHX,,,data/blau/blau-20171001,,player,,Don,,Sykes,,,
,Charlotte,1915,,North Carolina State League,,data/VNJNLXP,,P,data/morris/1915NorthCarolinaState/CharlotteNews/19,,player,,,,Sykes,,,
,Muskegon,1926,,Michigan State League,,data/HMKZCJZ,,,data/blau/blau-20170416,,player,,,,Sykes,,,
,Port Huron,1926,,Michigan State League,,data/HMKZCJZ,,,data/blau/blau-20170416,,player,,,,Sykes,,,
,Denison,1916,,Western League,,data/MGPBZNG,,,data/blau/blau-20170101,,player,,Frank,,Synek,,,
,Muskogee,1916,,Western League,,data/MGPBZNG,,,data/blau/blau-20170101,,player,,Frank,,Synek,,,
,Hollywood,1929,,Pacific Coast League,,data/NWKFBPR,,,data/blau/blau-20170219,,player,,Clarence,,Sypher,,,
,Newark,1915,,Buckeye League,,data/RZCTWYB,,IF,data/morris/1915Buckeye/NewarkDailyAdvocate/31,,player,,Charles,,Syriker,,,
,Hastings,1912,,Nebraska State League,,data/ZWZXBBP,,,data/blau/blau-20171001,,player,,,,Tacke,,,
,Taylorville,1911,,Illinois-Missouri League,,data/WVSLWRG,,,data/blau/blau-20170101,,player,,E.,,Tadlock,,Ziggy,
,Champaign,1912,,Illinois-Missouri League,,data/WVSLWRG,,,data/blau/blau-20170101,,player,,E.,,Tadlock,,Ziggy,
,Peoria,1914,,Illinois-Indiana-Iowa League,,data/WVSLWRG,,,data/blau/blau-20170101,,player,,E.,,Tadlock,,Ziggy,
,Champaign,1914,,Illinois-Missouri League,,data/WVSLWRG,,,data/blau/blau-20170101,,player,,E.,,Tadlock,,Ziggy,
,Akron,1915,,Buckeye League,,data/TSSQCQG,,C,data/morris/1915Buckeye/AkronEveningTimes/10,,player,,Dick,,Talbott,,,
,Akron,1915,,Buckeye League,,data/RGKSXHR,,C,data/morris/1915Buckeye/NewarkDailyAdvocate/84,,player,,Dick,,Talbott,,,
,Hanover,1929,,Blue Ridge League,,data/BXSCFWW,,,data/blau/blau-20170101,,player,,Clark,,Taliaferro,,,
,Fort Smith,1929,,Western Association,,data/BXSCFWW,,,data/blau/blau-20170101,,player,,Clark,,Taliaferro,,,
,Shawnee,1930,,Western Association,,data/BXSCFWW,,,data/blau/blau-20170101,,player,,Clark,,Taliaferro,,,
,Manistee,1913,,Michigan State League,,data/ZDBKVPY,,,data/blau/blau-20170101,,player,,Zick,,Tallion,,,
,Raleigh,1915,,North Carolina State League,,data/YVHBPGD,,,data/morris/1915NorthCarolinaState/RaleighNewsObserver/1,,player,,Bill,,Tally,,,
,Lincoln,1923,,Nebraska State League,,data/LCMLTNX,,,data/blau/blau-20171030,,player,,,,Tanner,,,
,San Francisco,1923,,Pacific Coast League,,data/LCMLTNX,,,data/blau/blau-20171030,,player,,,,Tanner,,,
,Rock Island,1921,,Illinois-Indiana-Iowa League,,data/NWMNXWP,,,data/blau/blau-20170205,,player,,Ben,,Tate,,,
,Ranger,1920,,Southwest Texas League,,data/XGXZQLQ,,,data/blau/blau-20161225,,player,,Joe,,Tate,,,
,Ardmore,1921,,Texas-Oklahoma League,,data/XGXZQLQ,,,data/blau/blau-20161225,,player,,Joe,,Tate,,,
,Oshkosh,1912,,Wisconsin-Illinois League,,data/MYNZYFF,,,data/blau/blau-20170101,,player,,Bayard,,Taylor,,,
,Saginaw,1911,,Southern Michigan League,,data/ZZTDWWY,,,data/blau/blau-20171001,,player,,Ben,,Taylor,,,
,Indianapolis,1912,,American Association,,data/ZZTDWWY,,,data/blau/blau-20171001,,player,,Ben,,Taylor,,,
,St. Louis,1912,,National League,,data/ZZTDWWY,,,data/blau/blau-20171001,,player,,Ben,,Taylor,,,
,Cincinnati,1912,,United States League,,data/ZZTDWWY,,,data/blau/blau-20171001,,player,,Ben,,Taylor,,,
,Albany,1910,,South Atlantic League,,data/DRMYTBP,,,data/morris/1915SouthAtlantic/ColumbiaRecord/96,,player,,Buck,,Taylor,,,
,Albany,1910,,South Atlantic League,,data/CWYWMBD,,P,data/morris/1915SouthAtlantic/MaconTelegraph/9,,player,,Buck,George,Taylor,,,
,Albany,1911,,South Atlantic League,,data/DRMYTBP,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/96,,player,,Buck,,Taylor,,,
,Charleston,1914,,South Atlantic League,,data/NZDFHMD,,P,data/morris/1915SouthAtlantic/ColumbiaState/93,,player,,Buck,,Taylor,,,
,Charleston,1914,,South Atlantic League,,data/HCSWCHH,,,data/morris/1915SouthAtlantic/SalemNews/1,,player,,Buck,,Taylor,,,
,Charleston,1915,,South Atlantic League,,data/JSVQZRT,,,data/morris/1915SouthAtlantic/CharlestonPos/8,,player,,Buck,,Taylor,,,
,Charleston,1915,,South Atlantic League,,data/NZDFHMD,,P,data/morris/1915SouthAtlantic/ColumbiaState/93,,player,,Buck,,Taylor,,,
,Charleston,1915,,South Atlantic League,,data/KKHJHCV,,P,data/morris/1915SouthAtlantic/ColumbiaState/171,,player,,Buck,,Taylor,,,
,Charleston,1915,,South Atlantic League,,data/MJTTKJP,,p,data/morris/1915SouthAtlantic/ColumbiaState/260,,player,,Buck,,Taylor,,,
,Jeanerette,1937,,Evangeline League,,data/YLDQDXM,,,data/blau/blau-20171030,,player,,John,,Taylor,,,
,Snow Hill,1938,,Coastal Plain League,,data/TCHDFBZ,,,data/blau/blau-20171030,,player,,John,,Taylor,,,
,Abbeville,1938,,Evangeline League,,data/YLDQDXM,,,data/blau/blau-20171030,,player,,John,,Taylor,,,
,Johnson City,1921,,Appalachian League,,data/RZLYSQJ,,,data/blau/blau-20171030,,player,,Robert,,Taylor,,,
,Kewanee,1913,,Central Association,,data/SXZLGPX,,,data/blau/blau-20180331,,player,,Sam,,Taylor,,,
,Marshalltown,1914,,Central Association,,data/SXZLGPX,,,data/blau/blau-20180331,,player,,Sam,,Taylor,,,
,Hopkinsville,1910,,Kentucky-Illinois-Tennessee League,,data/PPYFPYT,,,data/blau/blau-20171030,,player,,Zeke,,Taylor,,,
,Paducah,1910,,Kentucky-Illinois-Tennessee League,,data/CVCNWSX,,,data/blau/blau-20170731,,player,,Zeke,,Taylor,,,
,Paducah,1910,,Kentucky-Illinois-Tennessee League,,data/PPYFPYT,,,data/blau/blau-20171030,,player,,Zeke,,Taylor,,,
,Cairo,1911,,Kentucky-Illinois-Tennessee League,,data/PPYFPYT,,,data/blau/blau-20171030,,player,,Zeke,,Taylor,,,
,Paducah,1911,,Kentucky-Illinois-Tennessee League,,data/CVCNWSX,,,data/blau/blau-20170731,,player,,Zeke,,Taylor,,,
,Paducah,1911,,Kentucky-Illinois-Tennessee League,,data/PPYFPYT,,,data/blau/blau-20171030,,player,,Zeke,,Taylor,,,
,Hopkinsville,1912,,Kentucky-Illinois-Tennessee League,,data/PPYFPYT,,,data/blau/blau-20171030,,player,,Zeke,,Taylor,,,
,Paducah,1913,,Kentucky-Illinois-Tennessee League,,data/PXHGVZP,,,data/blau/blau-20170416,,player,,Zeke,,Taylor,,,
,Greensboro,1915,,North Carolina State League,,data/DFNSVZT,,OF,data/morris/1915NorthCarolinaState/CharlotteObserver/11,,player,,Hal,J. Hal,Teague,,,
,Ottumwa,1925,,Mississippi Valley League,,data/RZJTHPG,,,data/blau/blau-20170521,,player,,Lee,,Tebrinke,,,
,Jersey City,1921,,International League,,data/DKXWBKT,,,data/blau/blau-20170731,,player,,Bob,,Tecarr,,,
,Emporia,1924,,Southwestern League,,data/JSMXCKN,,,data/blau/blau-20170205,,player,,,,Teichgraeber,,,
,Hartford,1913,,Eastern Association,,data/FXRMFSG,,,data/blau/blau-20180331,,player,,William,,Temple,,,
,Newark,1915,,Buckeye League,,data/ZZDTPNR,,OF,data/morris/1915Buckeye/NewarkDailyAdvocate/24,,player,,Ralph,,Tennant,,,
,Waterloo,1909,,Central Association,,data/DGZPFHZ,,,data/blau/blau-20170101,,player,,Ralph,,Terry,,,
,Bay City,1909,,Southern Michigan League,,data/DGZPFHZ,,,data/blau/blau-20170101,,player,,Ralph,,Terry,,,
,Columbus,1916,,South Atlantic League,,data/XPQZCWL,,,data/blau/blau-20170319,,player,,Walter,,Terry,,,
,Columbia,1915,,South Atlantic League,,data/GGSDYLC,,IF,data/morris/1915SouthAtlantic/ColumbiaRecord/34,,player,,,,Tesch,,,
,Columbia,1915,,South Atlantic League,,data/KTMWXPX,,SS,data/morris/1915SouthAtlantic/ColumbiaState/224,,player,,,,Tesch,,,
,Little Rock,1915,,Southern Association,,data/GGSDYLC,,,data/morris/1915SouthAtlantic/ColumbiaRecord/34,,player,,,,Tesch,,,
,Little Rock,1915,,Southern Association,,data/KTMWXPX,,,data/morris/1915SouthAtlantic/ColumbiaState/224,,player,,,,Tesch,,,
,Columbus,1913,,Nebraska State League,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,Norfolk,1915,,Nebraska State League,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,Minneapolis,1917,,American Association,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,Fargo-Moorhead,1917,,Northern League,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,Minot,1917,,Northern League,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,St. Joseph,1918,,Western League,,data/STDJYST,,,data/blau/blau-20170101,,player,,Jeff,G. H.,Thieman,,,
,Huntington,1914,,Ohio State League,,data/YGJGXSV,,,data/morris/1915Buckeye/MarionStar/1,,player,,,,Thoma,,,
,Marion,1915,,Buckeye League,,data/HWBXBLK,,,data/morris/1915Buckeye/CantonEveningRepository/30,,player,,,,Thoma,,,
,Marion,1915,,Buckeye League,,data/YGJGXSV,,,data/morris/1915Buckeye/MarionStar/1,,player,,,,Thoma,,,
,Clarksdale,1913,,Cotton States League,,data/NHVGDCC,,,data/blau/blau-20171030,,player,,Cecil,,Thomas,,,
,Beatrice,1913,,Nebraska State League,,data/NHVGDCC,,,data/blau/blau-20171030,,player,,Cecil,,Thomas,,,
,St. Joseph,1913,,Western League,,data/XCSBCFV,,,data/blau/blau-20170101,,player,,Claude,,Thomas,,,
,Des Moines,1914,,Western League,,data/XCSBCFV,,,data/blau/blau-20170101,,player,,Claude,,Thomas,,,
,St. Paul,1912,,American Association,,data/MRMLZWW,,,data/blau/blau-20170101,,player,,Frosty,,Thomas,,,
,Sioux City,1912,,Western League,,data/MRMLZWW,,,data/blau/blau-20170101,,player,,Frosty,,Thomas,,,
,St. Joseph,1912,,Western League,,data/MRMLZWW,,,data/blau/blau-20170101,,player,,Frosty,,Thomas,,,
,St. Joseph,1914,,Western League,,data/MRMLZWW,,,data/blau/blau-20170101,,player,,Frosty,,Thomas,,,
,Winnipeg,1915,,Northern League,,data/MRMLZWW,,,data/blau/blau-20170101,,player,,Frosty,,Thomas,,,
,Philadelphia,1915,,American League,,data/PCSSJZN,,,data/morris/1915SouthAtlantic/ColumbiaState/291,,scout,,Ira,,Thomas,,,
,Lincoln,1911,,Western League,,data/XWBGKYZ,,,data/blau/blau-20171030,,player,,Jack,,Thomas,,,
,Stockton,1913,,California State League,,data/XWBGKYZ,,,data/blau/blau-20171030,,manager,,Jack,,Thomas,,,
,Stockton,1913,,California State League,,data/XWBGKYZ,,,data/blau/blau-20171030,,player,,Jack,,Thomas,,,
,Chicago,1921,,National League,,data/ZNDXQHY,,,data/blau/blau-20171030,,player,,Robert,,Thomas,,Red,
,Henryetta,1922,,Western Association,,data/KVRRSHQ,,,data/blau/blau-20161225,,player,,Robert,,Thomas,,Red,
,Henryetta,1922,,Western Association,,data/ZNDXQHY,,,data/blau/blau-20171030,,player,,Robert,,Thomas,,Red,
,Philadelphia,1911,,National League,,data/SXNKDDS,,,data/blau/blau-20170731,,player,,Roy,,Thomas,,,
,Fort Smith,1922,,Western Association,,data/SXNKDDS,,,data/blau/blau-20170731,,player,,Roy,,Thomas,,,
,Fort Smith,1922,,Western Association,,data/SXNKDDS,,,data/blau/blau-20170731,,manager,,Roy,,Thomas,,,
,Pensacola,1928,,Southeastern League,,data/SDFKGYW,,,data/blau/blau-20171030,,player,,Tommy,,Thomas,,,
,Clarksdale,1913,,Cotton States League,,data/BDRYSLT,,,data/blau/blau-20170101,,player,,,,Thomas,,,
,Lowell,1913,,New England League,,data/PZYMSKC,,,data/blau/blau-20171030,,player,,,,Thomas,,Snubber,
,Lincoln,1916,,Western League,,data/HRQFVPS,,,data/blau/blau-20170101,,player,,Art,,Thomason,,,
,Bridgeport,1916,,Eastern League,,data/VSJLJKQ,,,data/blau/blau-20170219,,player,,Bob,,Thompson,,,
,Syracuse,1909,,New York State League,,data/KVFKPVP,,,data/blau/blau-20170101,,player,,Cecil,Cecil A.,Thompson,,,
,Tacoma,1916,,Northwestern League,,data/RHVQHVC,,,data/blau/blau-20170101,,player,,Earl,,Thompson,,,
,Syracuse,1909,,New York State League,,data/CSVTRNP,,,data/blau/blau-20170101,,player,,F.,F. L.,Thompson,,,
,St. Louis,1920,,American League,,data/BJQTTFN,,,data/blau/blau-20171030,,player,,Frank,,Thompson,,,
,Joplin/Bartlesville,1924,,Western Association,,data/BJQTTFN,,,data/blau/blau-20171030,,player,,Frank,,Thompson,,,
,High Point,1922,,Piedmont League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,Wilson,1924,,Virginia League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,Frederick,1925,,Blue Ridge League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,Scranton,1925,,New York-Pennsylvania League,,data/CCRCFKJ,,,data/blau/blau-20170101,,player,,Gus,,Thompson,,,
,Scranton,1925,,New York-Pennsylvania League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,Martinsburg,1926,,Blue Ridge League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,Cumberland,1926,,Middle Atlantic League,,data/YDKWBYS,,,data/blau/blau-20171030,,player,,Gus,A. W.,Thompson,,,
,El Paso,1915,,Rio Grande Association,,data/JFNJJVM,,RF,data/morris/1915RioGrandeValley/ElPasoHerald/81,,player,,Harry,,Thompson,,,
,El Paso,1915,,Rio Grande Association,,data/GJLLHXM,,,data/morris/1915RioGrandeValley/ElPasoHerald/88,,player,,Harry,,Thompson,,,
,El Paso,1915,,Rio Grande Association,,data/YFLQVXB,,,data/morris/1915RioGrandeValley/ElPasoHerald/113,,player,,Harry,,Thompson,,,
,Mission,1926,,Pacific Coast League,,data/KMJTRMY,,,data/blau/blau-20171030,,player,,Pete,,Thompson,,,
,Twins Falls,1926,,Utah-Idaho League,,data/KMJTRMY,,,data/blau/blau-20171030,,player,,Pete,,Thompson,,,
,Canton,1928,,Central League,,data/KMJTRMY,,,data/blau/blau-20171030,,player,,Pete,,Thompson,,,
,Wilkes-Barre,1928,,New York-Pennsylvania League,,data/KMJTRMY,,,data/blau/blau-20171030,,player,,Pete,,Thompson,,,
,Raleigh,1924,,Piedmont League,,data/WVJQRZB,,,data/blau/blau-20171001,,player,,Peter,,Thompson,,,
,Great Bend,1914,,Kansas State League,,data/QSHLKNM,,,data/blau/blau-20180331,,player,,Ray,,Thompson,,,
,Hutchinson,1914,,Kansas State League,,data/QSHLKNM,,,data/blau/blau-20180331,,player,,Ray,,Thompson,,,
,Jackson,1922,,Cotton States League,,data/YJPKFQX,,,data/blau/blau-20171030,,player,,Tommy,,Thompson,,,
,Richmond,1930,,Central League,,data/QPPDXSN,,,data/blau/blau-20170219,,player,,Tommy,,Thompson,,Brodie,
,Durham,1922,,Piedmont League,,data/DRNQLBQ,,,data/blau/blau-20171001,,player,,,,Thompson,,,
,New Haven,1924,,Eastern League,,data/MLDWRVL,,,data/blau/blau-20170416,,player,,Frank,,Thornton,,,
,Coffeyville,1911,,Western Association,,data/DYTMSRL,,,data/blau/blau-20171001,,player,,George,,Thrailkill,,,
,Hastings,1912,,Nebraska State League,,data/DYTMSRL,,,data/blau/blau-20171001,,player,,George,,Thrailkill,,,
,High Point,1924,,Piedmont League,,data/YJVXHLF,,,data/blau/blau-20171030,,player,,George,,Thrasher,,,
,Pittsfield,1925,,Eastern League,,data/YJVXHLF,,,data/blau/blau-20171030,,player,,George,,Thrasher,,,
,Greensboro,1925,,Piedmont League,,data/YJVXHLF,,,data/blau/blau-20171030,,player,,George,,Thrasher,,,
,Petersburg,1927,,Virginia League,,data/YJVXHLF,,,data/blau/blau-20171030,,player,,George,,Thrasher,,,
,Binghamton,1928,,New York-Pennsylvania League,,data/YJVXHLF,,,data/blau/blau-20171030,,player,,George,,Thrasher,,,
,Moultrie,1917,,Dixie League,,data/HQPHTPR,,,data/blau/blau-20171030,,player,,Ike,,Thrasher,,,
